MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1374164-0,ATIVA,ATIVA,Y21S506334,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,06/02/2026,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,999826.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2026-02-06,0.2683093771389459,1174.0299999999997,130.0,0,2,0.0,False,False,False,76911.30769230769,277301.3538386186,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374165-9,ATIVA,ATIVA,Y21S226046,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,03/12/2021,INDUSTRIAL,0.0,0.0,1.0,0.0,158.0,158.0,158.0,1903.14,1522.51,22.85,0.0,0.0,3448.5,71.0,71.0,71.0,829.56,663.65,49.16,0.0,0.0,1542.37,52.0,52.0,52.0,595.1,476.08,0.0,0.0,0.0,1071.18,38.0,38.0,38.0,422.34,337.87,0.0,0.0,0.0,760.21,14.0,14.0,14.0,120.55,96.44,0.0,0.0,0.0,216.99,42.0,42.0,42.0,450.67,360.54,0.0,0.0,0.0,811.21,44.0,44.0,44.0,474.25,379.4,0.0,0.0,0.0,853.65,30.0,30.0,30.0,309.19,247.35,0.0,0.0,0.0,556.54,33.0,33.0,33.0,344.56,275.65,0.0,0.0,0.0,620.21,59.0,59.0,59.0,651.1,520.88,0.0,0.0,0.0,1171.98,20.0,20.0,20.0,191.29,153.03,0.0,0.0,0.0,344.32,22.0,22.0,22.0,214.87,171.9,0.0,0.0,0.0,386.77,20.0,20.0,20.0,191.29,153.03,0.0,0.0,0.0,344.32,1.6,2021-12-03,4.446269678302532,12128.25,603.0,0,0,0.0,False,False,False,46.38461538461539,37.453389836654445,False,False,0,6207.299999999999,False,False,3448.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374166-7,ATIVA,ATIVA,Y21S226039,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/01/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,21.0,21.0,21.0,156.6,125.28,2.2,0.0,0.0,284.08,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,1.87,0.0,0.0,107.28,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-01-19,4.317590691307323,1518.8499999999997,150.0,0,0,0.0,False,False,False,10.76923076923077,3.7893237337253676,False,False,0,198.61199999999997,False,False,110.34,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374167-5,ATIVA,ATIVA,Y21S226042,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,02/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,1.6,2021-12-02,4.4490075290896645,3021.97,240.0,0,0,0.0,False,False,False,18.46153846153846,3.8862017578304013,False,False,0,507.38399999999996,False,False,281.88,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374168-3,ATIVA,ATIVA,Y21S225915,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,05/12/2021,COMERCIAL,0.0,1.0,0.0,0.0,13.0,13.0,13.0,113.31,90.65,0.0,0.0,0.0,203.96,11.0,11.0,11.0,88.63,70.9,0.0,0.0,0.0,159.53,13.0,13.0,13.0,113.31,90.65,0.0,0.0,0.0,203.96,6.0,6.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,9.0,9.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,12.0,12.0,12.0,96.46,77.17,0.0,0.0,0.0,173.63,13.0,13.0,13.0,108.25,86.6,0.0,0.0,0.0,194.85,10.0,10.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,27.0,27.0,27.0,273.31,218.65,0.0,0.0,0.0,491.96,11.0,11.0,11.0,84.67,67.74,0.0,0.0,0.0,152.41,10.0,10.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,9.0,9.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,10.0,10.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,1.6,2021-12-05,4.440793976728268,2373.52,160.0,0,0,0.0,False,False,False,11.846153846153847,4.9639727679577,False,False,0,367.12800000000004,False,False,203.96,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374169-1,ATIVA,ATIVA,Y21S226035,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,07/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,4.0,4.0,10.0,51.77,41.42,2.2,0.0,0.0,95.39,6.0,6.0,10.0,51.77,41.42,3.03,0.0,0.0,96.22,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,2.09,0.0,0.0,95.28,6.0,6.0,10.0,49.46,39.57,1.94,0.0,0.0,90.97,6.0,6.0,10.0,49.46,39.57,1.93,0.0,0.0,90.96,4.0,4.0,10.0,49.46,39.57,1.81,0.0,0.0,90.84,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,2.7,0.0,0.0,91.73,5.0,5.0,10.0,49.46,39.57,2.69,0.0,0.0,91.72,1.6,2021-12-07,4.435318275154004,1192.42,130.0,0,0,0.0,False,False,False,6.153846153846154,1.863963243832607,False,False,0,171.702,False,False,95.39,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374170-5,ATIVA,ATIVA,Y21S227402,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,12.27,0.0,0.0,174.07,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,14.0,14.0,14.0,89.89,71.91,8.65,0.0,0.0,170.45,18.0,18.0,18.0,128.01,102.41,2.97,0.0,0.0,233.39,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,4.4,0.0,0.0,109.81,11.0,11.0,11.0,58.56,46.85,4.75,0.0,0.0,110.16,14.0,14.0,14.0,85.86,68.69,4.24,0.0,0.0,158.79,16.0,16.0,16.0,104.06,83.25,5.29,0.0,0.0,192.6,13.0,13.0,13.0,76.76,61.41,6.5,0.0,0.0,144.67,16.0,16.0,16.0,104.06,83.25,6.07,0.0,0.0,193.38,18.0,18.0,18.0,122.26,97.81,17.97,0.0,0.0,238.04,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,1.6,2022-04-18,4.073921971252567,2261.7799999999997,191.0,0,0,0.0,False,False,False,14.692307692307692,2.562050460881394,False,False,0,313.32599999999996,False,False,174.07000000000002,2.842170943040401e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374171-3,ATIVA,ATIVA,Y21S226038,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,13/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,3.0,3.0,10.0,49.46,39.57,87.48,0.0,0.0,176.51,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,2.72,0.0,0.0,91.75,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2021-12-13,4.418891170431212,1332.84,134.0,0,4,0.0,False,False,False,3.6923076923076925,4.130871889093459,False,False,20,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374172-1,ATIVA,ATIVA,Y21S226037,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,06/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,21.0,21.0,21.0,156.6,125.28,16.34,0.0,0.0,298.22,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,16.0,16.0,16.0,108.95,87.16,16.69,0.0,0.0,212.8,29.0,29.0,29.0,247.68,198.14,0.0,0.0,0.0,445.82,20.0,20.0,20.0,140.46,112.37,78.3,0.0,0.0,331.13,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,9.0,9.0,10.0,49.46,39.57,12.35,0.0,0.0,101.38,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,8.24,0.0,0.0,97.27,7.0,7.0,10.0,49.46,39.57,6.43,0.0,0.0,95.46,10.0,10.0,10.0,49.46,39.57,14.43,0.0,0.0,103.46,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,1.6,2021-12-06,4.438056125941136,2676.59,207.0,0,0,0.0,False,False,False,15.23076923076923,7.496152859454488,False,False,0,536.796,False,False,298.21999999999997,5.684341886080802e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374173-0,ATIVA,ATIVA,Y21S226040,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,10/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,5.0,5.0,10.0,51.77,41.42,5.04,0.0,0.0,98.23,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,5.0,5.0,10.0,51.77,41.42,4.89,0.0,0.0,98.08,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,49.46,39.57,5.15,0.0,0.0,94.18,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,5.74,0.0,0.0,94.77,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,5.34,0.0,0.0,94.37,4.0,4.0,10.0,49.46,39.57,5.55,0.0,0.0,94.58,5.0,5.0,10.0,49.46,39.57,2.78,0.0,0.0,91.81,5.0,5.0,10.0,49.46,39.57,4.09,0.0,0.0,93.12,1.6,2021-12-10,4.427104722792608,1212.6099999999997,130.0,0,0,0.0,False,False,False,5.230769230769231,1.0127393670836666,False,False,0,176.81400000000002,False,False,98.23,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374174-8,ATIVA,ATIVA,Y21S225917,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,05/01/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,27.0,27.0,27.0,221.2,176.96,0.0,0.0,0.0,398.16,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,23.0,23.0,23.0,167.76,134.21,4.81,0.0,0.0,306.78,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,17.0,17.0,17.0,113.16,90.53,6.07,0.0,0.0,209.76,32.0,32.0,32.0,274.51,219.61,0.0,0.0,0.0,494.12,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,0.0,0.0,10.0,49.46,39.57,5.22,0.0,0.0,94.25,1.6,2022-01-05,4.355920602327173,3633.3200000000006,270.0,0,1,0.0,False,False,False,20.0,8.406346808612328,False,False,0,600.012,False,False,333.34000000000003,5.684341886080802e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374175-6,ATIVA,ATIVA,Y21S225928,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,06/02/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,32.0,32.0,32.0,287.4,229.92,0.0,0.0,0.0,517.32,26.0,26.0,26.0,207.96,166.37,19.33,0.0,0.0,393.66,37.0,37.0,37.0,353.6,282.88,28.63,0.0,0.0,665.11,41.0,41.0,41.0,406.56,325.25,0.0,0.0,0.0,731.81,38.0,38.0,38.0,350.41,280.33,0.0,0.0,0.0,630.74,39.0,39.0,39.0,363.06,290.45,16.11,0.0,0.0,669.62,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,2.85,0.0,0.0,91.88,11.0,11.0,11.0,58.56,46.85,9.42,0.0,0.0,114.83,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,29678.0,10.0,10.0,49.46,39.57,196.53,0.0,0.0,285.56,1.6,2025-02-06,1.267624914442163,4456.6500000000015,284.0,0,1,0.0,False,False,False,2301.0,8225.781330670054,False,False,0,931.1759999999999,False,False,517.3199999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374176-4,ATIVA,ATIVA,Y21S225916,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,27/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,14.0,14.0,14.0,89.89,71.91,19.94,0.0,0.0,181.74,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,19.0,19.0,19.0,131.36,105.09,28.56,0.0,0.0,265.01,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,20.0,20.0,20.0,140.46,112.37,6.93,0.0,0.0,259.76,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,19.0,19.0,19.0,131.36,105.09,21.06,0.0,0.0,257.51,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2021-12-27,4.380561259411362,2472.6800000000003,204.0,0,0,0.0,False,False,False,15.692307692307692,3.301126458867624,False,False,0,229.482,False,False,127.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374177-2,ATIVA,ATIVA,Y21S225918,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,23/12/2021,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,1.87,0.0,0.0,90.9,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2021-12-23,4.39151266255989,1175.8999999999999,130.0,0,8,0.0,False,False,False,1.0,2.0,False,False,20,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374178-0,ATIVA,ATIVA,Y21S225920,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,21/01/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,1.99,0.0,0.0,163.79,10.0,10.0,10.0,51.77,41.42,2.36,0.0,0.0,95.55,8.0,8.0,10.0,51.77,41.42,1.88,0.0,0.0,95.07,11.0,11.0,11.0,61.3,49.04,2.05,0.0,0.0,112.39,9.0,9.0,10.0,49.46,39.57,0.32,0.0,0.0,89.35,9.0,9.0,10.0,49.46,39.57,2.74,0.0,0.0,91.77,16.0,16.0,16.0,104.06,83.25,6.22,0.0,0.0,193.53,12.0,12.0,12.0,67.66,54.13,2.63,0.0,0.0,124.42,11.0,11.0,11.0,58.56,46.85,2.36,0.0,0.0,107.77,12.0,12.0,12.0,67.66,54.13,1.93,0.0,0.0,123.72,11.0,11.0,11.0,58.56,46.85,1.87,0.0,0.0,107.28,9.0,9.0,10.0,49.46,39.57,3.02,0.0,0.0,92.05,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-01-21,4.312114989733059,1485.7199999999998,147.0,0,0,0.0,False,False,False,10.692307692307692,2.4625398604088753,False,False,0,294.82199999999995,False,False,163.79000000000002,2.842170943040401e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1374179-9,ATIVA,ATIVA,Y21S225926,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/01/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,1.84,0.0,0.0,90.87,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,2.18,0.0,0.0,91.21,1.6,2022-01-18,4.3203285420944555,1229.5,133.0,0,0,0.0,False,False,False,8.76923076923077,1.4232501627054275,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
