MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1371313-2,ATIVA,ATIVA,A23AA0210799,MULTIJATO,MARCA A,"1,5",3/4,CLASSE B,10/01/2024,RESIDENCIAL,16.0,0.0,0.0,0.0,180.0,180.0,180.0,1018.92,815.14,0.0,0.0,0.0,1834.06,121.0,121.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,85.0,85.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,114.0,114.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,111.0,111.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,94.0,94.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,109.0,109.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,108.0,108.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,82.0,82.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,105.0,105.0,160.0,791.36,633.09,134.42,0.0,0.0,1558.87,139.0,139.0,160.0,791.36,633.09,102.28,0.0,0.0,1526.73,119.0,119.0,160.0,791.36,633.09,102.28,0.0,0.0,1526.73,100.0,100.0,160.0,791.36,633.09,102.28,0.0,0.0,1526.73,1.5,2024-01-10,2.3436002737850785,19568.31,2100.0,0,0,0.0,False,False,False,112.84615384615384,25.248254572828575,False,False,0,3301.308,False,False,1834.06,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0,False,False
1371344-2,ATIVA,ATIVA,Y20S145793,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,19/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,21.0,21.0,21.0,156.6,125.28,6.78,0.0,0.0,288.66,24.0,24.0,24.0,185.19,148.15,6.58,0.0,0.0,339.92,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,25.0,25.0,25.0,185.96,148.77,2.38,0.0,0.0,337.11,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,9.0,9.0,10.0,49.46,39.57,11.35,0.0,0.0,100.38,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,31.0,31.0,31.0,261.86,209.49,22.07,0.0,0.0,493.42,1.6,2020-08-19,5.735797399041752,3947.94,291.0,0,0,0.0,False,False,False,22.307692307692307,5.0889523379017705,False,False,10,673.794,False,False,374.33000000000004,5.684341886080802e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371356-6,ATIVA,ATIVA,Y20S145843,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,20/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,36.0,36.0,36.0,340.36,272.29,0.0,0.0,0.0,612.65,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,33.0,33.0,33.0,287.16,229.73,0.0,0.0,0.0,516.89,35.0,35.0,35.0,312.46,249.97,0.0,0.0,0.0,562.43,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,1.6,2020-08-20,5.73305954825462,4652.429999999999,326.0,0,0,0.0,False,False,False,25.076923076923077,6.921723514433122,False,False,10,673.794,False,False,374.33000000000004,5.684341886080802e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371396-5,ATIVA,ATIVA,Y20S145872,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,11/09/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,61.78,0.0,0.0,150.81,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,3.0,3.0,10.0,49.46,39.57,2.99,0.0,0.0,92.02,1.6,2020-09-11,5.672826830937714,1060.7399999999998,110.0,0,11,0.0,False,False,False,0.3076923076923077,0.8548504142651104,False,False,30,167.742,True,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371440-6,ATIVA,ATIVA,Y19S048520,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,10.0,10.0,10.0,51.77,41.42,5.71,0.0,0.0,98.9,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,8.0,8.0,10.0,49.46,39.57,3.12,0.0,0.0,92.15,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,9.96,0.0,0.0,115.37,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,15.18,0.0,0.0,104.21,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,17.29,0.0,0.0,106.32,1.6,2019-06-27,6.882956878850103,1413.1999999999998,141.0,0,0,0.0,False,False,False,10.0,2.886751345948129,False,False,10,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371445-7,ATIVA,ATIVA,Y24L094739,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,09/06/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,21.0,21.0,21.0,156.6,125.28,150.45,0.0,0.0,432.33,16.0,16.0,16.0,108.95,87.16,145.69,0.0,0.0,341.8,18.0,18.0,18.0,128.01,102.41,145.69,0.0,0.0,376.11,21.0,21.0,21.0,156.6,125.28,139.18,0.0,0.0,421.06,18.0,18.0,18.0,122.26,97.81,139.18,0.0,0.0,359.25,19.0,19.0,19.0,131.36,105.09,139.18,0.0,0.0,375.63,22.0,22.0,22.0,158.66,126.93,139.18,0.0,0.0,424.77,32.0,32.0,32.0,274.51,219.61,139.18,0.0,0.0,633.3,22.0,22.0,22.0,158.66,126.93,139.18,0.0,0.0,424.77,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,998578.0,21.0,21.0,149.56,119.65,139.18,0.0,0.0,408.39,17.0,17.0,17.0,113.16,90.53,145.82,0.0,0.0,349.51,19.0,19.0,19.0,131.36,105.09,139.18,0.0,0.0,375.63,1.6,2025-06-09,0.9308692676249144,5232.660000000001,261.0,0,0,0.0,False,False,False,76832.15384615384,276950.1593033321,False,False,0,778.194,False,False,432.33,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371500-3,ATIVA,ATIVA,Y19S048516,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,3.23,0.0,0.0,92.26,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2019-06-27,6.882956878850103,1275.5399999999997,136.0,0,0,0.0,False,False,False,8.153846153846153,2.7942248133771033,False,False,10,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371517-8,ATIVA,ATIVA,Y24L094722,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,27/05/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2025-05-27,0.9664613278576317,1174.0299999999997,130.0,0,0,0.0,False,False,False,9.076923076923077,0.8623164985025763,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371519-4,ATIVA,ATIVA,Y19S043442,UNIJATO,MARCA D,"1,6",3/4,CLASSE B,27/09/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,15.0,15.0,15.0,99.42,79.54,4.77,0.0,0.0,183.73,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,1.6,2019-09-27,6.631074606433949,2567.09,214.0,0,0,0.0,False,False,False,16.46153846153846,2.8170724939016805,False,False,10,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371534-8,ATIVA,ATIVA,Y24L094742,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,09/06/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,147.91,0.0,0.0,241.1,8.0,8.0,10.0,51.77,41.42,147.7,0.0,0.0,240.89,2.0,2.0,10.0,51.77,41.42,161.44,0.0,0.0,254.63,0.0,0.0,10.0,51.77,41.42,141.42,0.0,0.0,234.61,0.0,0.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,146.08,0.0,0.0,235.11,16.0,16.0,16.0,104.06,83.25,147.25,0.0,0.0,334.56,14.0,14.0,14.0,85.86,68.69,145.63,0.0,0.0,300.18,14.0,14.0,14.0,85.86,68.69,160.04,0.0,0.0,314.59,13.0,13.0,13.0,76.76,61.41,150.6,0.0,0.0,288.77,998821.0,16.0,16.0,104.06,83.25,168.13,0.0,0.0,355.44,16.0,16.0,16.0,104.06,83.25,139.18,0.0,0.0,326.49,16.0,16.0,16.0,104.06,83.25,139.18,0.0,0.0,326.49,1.6,2025-06-09,0.9308692676249144,3681.0699999999997,165.0,0,2,0.0,False,False,False,76841.15384615384,277020.4675852328,False,False,0,433.98,False,False,241.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371535-6,ATIVA,ATIVA,Y19S048725,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,26/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,17.0,17.0,17.0,118.48,94.78,139.18,0.0,0.0,352.44,16.0,16.0,16.0,104.06,83.25,139.18,0.0,0.0,326.49,14.0,14.0,14.0,85.86,68.69,139.18,0.0,0.0,293.73,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,17.0,17.0,17.0,113.16,90.53,139.18,0.0,0.0,342.87,16.0,16.0,16.0,104.06,83.25,139.18,0.0,0.0,326.49,17.0,17.0,17.0,113.16,90.53,139.18,0.0,0.0,342.87,18.0,18.0,18.0,122.26,97.81,139.18,0.0,0.0,359.25,17.0,17.0,17.0,113.16,90.53,139.18,0.0,0.0,342.87,16.0,16.0,16.0,104.06,83.25,139.18,0.0,0.0,326.49,1.6,2019-06-26,6.885694729637235,3947.7999999999993,213.0,0,0,0.0,False,False,False,16.384615384615383,1.5021352323976216,False,False,10,414.756,False,False,230.42,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371587-9,ATIVA,ATIVA,Y20S145835,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,24/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,5.03,0.0,0.0,149.68,13.0,13.0,13.0,80.36,64.29,14.7,0.0,0.0,159.35,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,23.0,23.0,23.0,175.66,140.53,2.51,0.0,0.0,318.7,15.0,15.0,15.0,94.96,75.97,5.47,0.0,0.0,176.4,11.0,11.0,11.0,58.56,46.85,3.55,0.0,0.0,108.96,19.0,19.0,19.0,131.36,105.09,8.52,0.0,0.0,244.97,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,8.0,8.0,10.0,49.46,39.57,3.23,0.0,0.0,92.26,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,14.0,14.0,14.0,85.86,68.69,1.96,0.0,0.0,156.51,5.0,5.0,10.0,49.46,39.57,3.49,0.0,0.0,92.52,1.6,2020-08-24,5.722108145106092,2175.49,187.0,0,0,0.0,False,False,False,13.307692307692308,5.618193888083835,False,False,10,269.42400000000004,False,False,149.68,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371594-1,ATIVA,ATIVA,Y19S042822,UNIJATO,MARCA D,"1,6",3/4,CLASSE B,05/11/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,41.0,41.0,41.0,406.56,325.25,0.0,0.0,0.0,731.81,33.0,33.0,33.0,300.64,240.51,0.0,0.0,0.0,541.15,35.0,35.0,35.0,327.12,261.7,0.0,0.0,0.0,588.82,39.0,39.0,39.0,380.08,304.06,0.0,0.0,0.0,684.14,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,35.0,35.0,35.0,312.46,249.97,0.0,0.0,0.0,562.43,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,16.0,16.0,16.0,104.06,83.25,13.15,0.0,0.0,200.46,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,1.6,2019-11-05,6.524298425735798,5901.580000000001,383.0,0,0,0.0,False,False,False,29.46153846153846,7.298577311314224,False,False,10,1317.2579999999998,False,False,731.81,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371595-0,ATIVA,ATIVA,Y22S490230,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,07/12/2023,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,1.9,0.0,0.0,90.93,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2023-12-07,2.43668720054757,1175.9299999999998,130.0,0,0,0.0,False,False,False,8.461538461538462,1.0500305245868344,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371630-1,CORTADA RAMAL,ATIVA,,,,,nan,,,RESIDENCIAL,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13,13,0.0,False,False,False,,,False,True,20,0.0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False
1371631-0,ATIVA,ATIVA,Y19S048654,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/06/2019,RESIDENCIAL,1.0,0.0,0.0,0.0,35.0,35.0,35.0,327.12,261.7,12.12,0.0,0.0,600.94,14.0,14.0,14.0,89.89,71.91,14.42,0.0,0.0,176.22,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,17.0,17.0,17.0,113.16,90.53,9.91,0.0,0.0,213.6,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,17.0,17.0,17.0,113.16,90.53,42.95,0.0,0.0,246.64,10.0,10.0,10.0,49.46,39.57,12.08,0.0,0.0,101.11,58.0,58.0,58.0,627.33,501.86,0.0,0.0,0.0,1129.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,15.0,15.0,15.0,94.96,75.97,16.69,0.0,0.0,187.62,14.0,14.0,14.0,85.86,68.69,26.53,0.0,0.0,181.08,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2019-06-27,6.882956878850103,3628.3,250.0,0,0,0.0,False,False,False,19.076923076923077,13.413062901897405,False,False,10,1081.692,False,False,600.9399999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1371643-3,ATIVA,CANCELADA,Y21S227174,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,28/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,17.0,17.0,17.0,118.48,0.0,0.0,0.0,0.0,118.48,8.0,8.0,10.0,51.77,0.0,0.0,0.0,0.0,51.77,17.0,17.0,17.0,118.48,0.0,0.0,0.0,0.0,118.48,15.0,15.0,15.0,99.42,0.0,0.0,0.0,0.0,99.42,12.0,12.0,12.0,67.66,0.0,0.0,0.0,0.0,67.66,14.0,14.0,14.0,85.86,0.0,0.0,0.0,0.0,85.86,14.0,14.0,14.0,85.86,0.0,0.0,0.0,0.0,85.86,15.0,15.0,15.0,94.96,0.0,0.0,0.0,0.0,94.96,12.0,12.0,12.0,67.66,0.0,0.0,0.0,0.0,67.66,13.0,13.0,13.0,76.76,0.0,0.0,0.0,0.0,76.76,12.0,12.0,12.0,67.66,0.0,0.0,0.0,0.0,67.66,23.0,23.0,23.0,167.76,0.0,0.0,0.0,0.0,167.76,18.0,18.0,18.0,122.26,0.0,0.0,0.0,0.0,122.26,1.6,2022-03-28,4.131416837782341,1224.59,192.0,0,0,0.0,False,False,False,14.615384615384615,3.6637517551107255,False,False,0,213.26399999999998,False,False,118.48,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
